#x y z Bx By Bz
-1.75 0.189474 26.4154 -0.013298 0.00413675 -0.036468
-1.75 0.189474 26.6923 -0.0252181 0.00785062 -0.0541393
-1.75 0.189474 26.9692 -0.052158 0.0161985 -0.0787635
-1.75 0.189474 27.2462 -0.111672 0.0346366 -0.10638
-1.75 0.189474 27.5231 -0.24194 0.0750248 -0.0871806
-1.75 0.189474 27.8 -0.196859 0.0608511 0.100085
-1.75 0.221053 17 -0.0237165 0.00300161 0.00634517
-1.75 0.221053 17.2769 -0.0237025 0.00300013 0.0100112
-1.75 0.221053 17.5538 -0.0214272 0.00271344 0.0131915
-1.75 0.221053 17.8308 -0.0178535 0.00226328 0.0148779
-1.75 0.221053 18.1077 -0.0142128 0.00180516 0.0150759
-1.75 0.221053 18.3846 -0.0111637 0.00142213 0.0143563
-1.75 0.221053 18.6615 -0.00881617 0.00112794 0.0132419
-1.75 0.221053 18.9385 -0.00705465 0.000907926 0.0120298
-1.75 0.221053 19.2154 -0.00573166 0.000743483 0.0108526
-1.75 0.221053 19.4923 -0.00472756 0.000619561 0.00975763
-1.75 0.221053 19.7692 -0.00395594 0.000525357 0.00875504
-1.75 0.221053 20.0462 -0.00335623 0.000453368 0.00783945
-1.75 0.221053 20.3231 -0.00288605 0.000398447 0.00699965
-1.75 0.221053 20.6 -0.00251587 0.000357168 0.00622229
-1.75 0.221053 20.8769 -0.00222577 0.00032748 0.00549339
-1.75 0.221053 21.1538 -0.0020041 0.000308646 0.0047989
-1.75 0.221053 21.4308 -0.00184771 0.000301438 0.00412595
-1.75 0.221053 21.7077 -0.00176304 0.000308327 0.0034673
-1.75 0.221053 21.9846 -0.00176153 0.000332232 0.00283358
-1.75 0.221053 22.2615 -0.00182907 0.000369636 0.00226637
-1.75 0.221053 22.5385 -0.00187384 0.000399956 0.00179451
-1.75 0.221053 22.8154 -0.00178903 0.000400092 0.00132687
-1.75 0.221053 23.0923 -0.00162656 0.000382005 0.000716035
-1.75 0.221053 23.3692 -0.00151868 0.000375943 -5.51134e-05
-1.75 0.221053 23.6462 -0.00151176 0.000394794 -0.000942355
-1.75 0.221053 23.9231 -0.00160036 0.00044039 -0.00193964
-1.75 0.221053 24.2 -0.001783 0.000515465 -0.00307849
-1.75 0.221053 24.4769 -0.00207764 0.000627828 -0.00440947
-1.75 0.221053 24.7538 -0.00251894 0.000790383 -0.00599297
-1.75 0.221053 25.0308 -0.00314452 0.00101795 -0.00790461
-1.75 0.221053 25.3077 -0.00397594 0.00132222 -0.0102755
-1.75 0.221053 25.5846 -0.005032 0.0017165 -0.0133993
-1.75 0.221053 25.8615 -0.00646391 0.00226058 -0.0179055
-1.75 0.221053 26.1385 -0.00892008 0.003186 -0.0249058
-1.75 0.221053 26.4154 -0.0141733 0.0051208 -0.0359351
-1.75 0.221053 26.6923 -0.0260128 0.00942079 -0.0525868
-1.75 0.221053 26.9692 -0.0519965 0.0188167 -0.0757003
-1.75 0.221053 27.2462 -0.108739 0.0393304 -0.101101
-1.75 0.221053 27.5231 -0.229416 0.0829826 -0.0792363
-1.75 0.221053 27.8 -0.189319 0.0682767 0.0945867
-1.75 0.252632 17 -0.0235514 0.00340662 0.00636277
-1.75 0.252632 17.2769 -0.023534 0.00340444 0.00999254
-1.75 0.252632 17.5538 -0.0212868 0.00308085 0.0131433
-1.75 0.252632 17.8308 -0.0177549 0.00257242 0.0148201
-1.75 0.252632 18.1077 -0.01415 0.00205402 0.0150239
-1.75 0.252632 18.3846 -0.0111248 0.0016197 0.0143153
-1.75 0.252632 18.6615 -0.00879157 0.00128553 0.0132109
-1.75 0.252632 18.9385 -0.00703853 0.00103531 0.0120067
-1.75 0.252632 19.2154 -0.00572073 0.000848115 0.0108352
-1.75 0.252632 19.4923 -0.00471993 0.000706961 0.0097445
-1.75 0.252632 19.7692 -0.00395049 0.000599608 0.00874502
-1.75 0.252632 20.0462 -0.00335224 0.000517539 0.0078318
-1.75 0.252632 20.3231 -0.00288306 0.000454907 0.00699383
-1.75 0.252632 20.6 -0.00251355 0.000407812 0.00621798
-1.75 0.252632 20.8769 -0.00222387 0.000373914 0.00549042
-1.75 0.252632 21.1538 -0.00200232 0.000352354 0.00479728
-1.75 0.252632 21.4308 -0.00184559 0.000343961 0.00412585
-1.75 0.252632 21.7077 -0.00175965 0.000351439 0.00346911
-1.75 0.252632 21.9846 -0.00175511 0.000377917 0.00283748
-1.75 0.252632 22.2615 -0.00181755 0.000419328 0.00227103
-1.75 0.252632 22.5385 -0.0018583 0.000452943 0.00179658
-1.75 0.252632 22.8154 -0.00177536 0.000453536 0.00132518
-1.75 0.252632 23.0923 -0.00161848 0.000434232 0.000714175
-1.75 0.252632 23.3692 -0.00151459 0.00042831 -5.43117e-05
-1.75 0.252632 23.6462 -0.00150922 0.000450247 -0.000938262
-1.75 0.252632 23.9231 -0.00159753 0.000502234 -0.00193211
-1.75 0.252632 24.2 -0.0017778 0.000587287 -0.00306739
-1.75 0.252632 24.4769 -0.00206677 0.000713938 -0.0043958
-1.75 0.252632 24.7538 -0.00249824 0.00089672 -0.00598201
