#x y z Bx By Bz
0 0 6.27273 9.81426e-06 0 4.41575
0 0 6.4697 1.00867e-05 0 4.20662
0 0 6.66667 1.03693e-05 0 4.00787
0 0 6.86364 1.06623e-05 0 3.82651
0 0 7.06061 1.09662e-05 0 3.66634
0 0 7.25758 1.12817e-05 0 3.52115
0 0 7.45455 1.16091e-05 0 3.384
0 0 7.65152 1.1949e-05 0 3.2533
0 0 7.84848 1.23021e-05 0 3.12464
0 0 8.04545 1.26689e-05 0 2.99299
0 0 8.24242 1.30501e-05 0 2.87419
0 0 8.43939 1.34463e-05 0 2.79889
0 0 8.63636 1.38582e-05 0 2.74796
0 0 8.83333 1.42866e-05 0 2.6485
0 0 9.0303 1.47322e-05 0 2.50155
0 0 9.22727 1.51958e-05 0 2.41384
0 0 9.42424 1.56783e-05 0 2.40561
0 0 9.62121 1.61806e-05 0 2.37084
0 0 9.81818 1.67034e-05 0 2.27482
0 0 10.0152 1.72478e-05 0 2.18132
0 0 10.2121 1.78146e-05 0 2.12803
0 0 10.4091 1.84049e-05 0 2.09736
0 0 10.6061 1.90196e-05 0 2.06364
0 0 10.803 1.96596e-05 0 2.01767
0 0 11 2.03259e-05 0 1.96427
0 0 11.197 2.10194e-05 0 1.9134
0 0 11.3939 2.1741e-05 0 1.87173
0 0 11.5909 2.24912e-05 0 1.83957
0 0 11.7879 2.32707e-05 0 1.81355
0 0 11.9848 2.40798e-05 0 1.78943
0 0 12.1818 2.49185e-05 0 1.76309
0 0 12.3788 2.57863e-05 0 1.73194
0 0 12.5758 2.66821e-05 0 1.69805
0 0 12.7727 2.7604e-05 0 1.66785
0 0 12.9697 2.85488e-05 0 1.64507
0 0 13.1667 2.95118e-05 0 1.6286
0 0 13.3636 3.0486e-05 0 1.61574
0 0 13.5606 3.14612e-05 0 1.60399
0 0 13.7576 3.2423e-05 0 1.59121
0 0 13.9545 3.33504e-05 0 1.57598
0 0 14.1515 3.4214e-05 0 1.55906
0 0 14.3485 3.49709e-05 0 1.54365
0 0 14.5455 3.55591e-05 0 1.53207
0 0 14.7424 3.58876e-05 0 1.52422
0 0 14.9394 3.58203e-05 0 1.51915
0 0 15.1364 3.51505e-05 0 1.51628
0 0 15.3333 3.35555e-05 0 1.51553
0 0 15.5303 3.05185e-05 0 1.51688
0 0 15.7273 2.51828e-05 0 1.5191
0 0 15.9242 1.60709e-05 0 1.51901
0 0 16.1212 5.11146e-07 0 1.51339
0 0 16.3182 -2.66057e-05 0 1.50003
